Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longitude
Brunswick,5 Hanover St,3,h,985000,S,Jellis,22/05/2016,5.2,3056,3,1,2,384,89,1940,Moreland,-37.7626,144.9535
Brunswick,64 Hanover St,3,h,1250000,S,Ray,22/05/2016,5.2,3056,3,1,1,483,162,1890,Moreland,-37.7602,144.9543
Brunswick,1/21 Jones St,2,h,542000,S,Raine,22/05/2016,5.2,3056,2,1,1,0,,,Moreland,-37.7618,144.9662
Brunswick,8/2 Pottery Ct,3,t,641000,SP,RW,22/05/2016,5.2,3056,3,2,1,0,112,1900,Moreland,-37.7703,144.9533
Brunswick,131 Tinning St,5,h,1395000,S,Nelson,22/05/2016,5.2,3056,4,2,2,391,,,Moreland,-37.7587,144.9548
Brunswick,5/133 Wilson St,2,h,,PI,hockingstuart,22/05/2016,5.2,3056,3,2,1,0,,1940,Moreland,-37.7746,144.9541
Brunswick,2/10 Breese St,2,u,520000,VB,Nelson,22/08/2016,5.2,3056,,,,,,,,,
Brunswick,58 Cassels Rd,3,h,860000,S,Ray,22/08/2016,5.2,3056,3,1,1,184,104,1890,Moreland,-37.7563,144.96
Brunswick,2/825 Park St,1,u,440000,S,Nelson,22/08/2016,5.2,3056,1,1,1,0,,,Moreland,-37.7769,144.9523
Brunswick,26 Talbot St,2,h,860000,SP,Jellis,22/08/2016,5.2,3056,2,1,0,153,,,Moreland,-37.7657,144.9574
Brunswick,24 Amelia St,3,t,795000,S,RT,23/04/2016,5.2,3056,,,,,,,,,
Brunswick,92 Brunswick Rd,3,h,,SP,Nelson,23/04/2016,5.2,3056,3,1,1,218,,,Moreland,-37.7781,144.9675
Brunswick,20 Luscombe St,2,t,815000,S,Nelson,23/04/2016,5.2,3056,,,,,,,,,
Brunswick,4 McPherson St,3,h,835000,PI,Jellis,23/04/2016,5.2,3056,3,1,0,302,,,Moreland,-37.758,144.9724
Brunswick,35 Percy St,2,h,705000,S,Chambers,23/04/2016,5.2,3056,2,1,1,161,68,1910,Moreland,-37.7646,144.9586
Brunswick,30 Thistle St,3,h,1050000,PI,Collins,23/04/2016,5.2,3056,,,,,,,,,
Brunswick,94 Wilson St,2,h,800000,S,Biggin,23/04/2016,5.2,3056,2,1,0,137,,,Moreland,-37.7745,144.9558
Brunswick,107/201 Albert St,1,u,,SN,Pagan,24/09/2016,5.2,3056,1,1,1,4676,,,Moreland,-37.7687,144.9649
Brunswick,3/269 Albion St,2,u,,PN,Walshe,24/09/2016,5.2,3056,2,1,1,0,,1960,Moreland,-37.7601,144.9577
Brunswick,270 Albion St,3,h,880000,S,Nelson,24/09/2016,5.2,3056,3,1,1,264,117,1915,Moreland,-37.7603,144.9573
Brunswick,1 Davison St,3,h,1000000,S,Nelson,24/09/2016,5.2,3056,3,1,1,370,,,Moreland,-37.7632,144.9572
Brunswick,2/18 De Carle St,2,t,754000,S,Nelson,24/09/2016,5.2,3056,2,2,1,177,105,2000,Moreland,-37.7625,144.9653
Brunswick,9 Eveline St,3,h,,SN,Barry,24/09/2016,5.2,3056,3,2,0,276,,,Moreland,-37.7711,144.9631
Brunswick,17 Goodman St,2,h,916000,S,Nelson,24/09/2016,5.2,3056,2,1,0,1328,,1890,Moreland,-37.773,144.9568
Brunswick,5/6 Pottery Ct,2,u,590000,S,Woodards,24/09/2016,5.2,3056,2,1,1,0,74,2004,Moreland,-37.7703,144.9533
Brunswick,9/31 Staley St,2,u,,SP,Nelson,24/09/2016,5.2,3056,2,1,1,0,55,1960,Moreland,-37.7644,144.9637
Brunswick,2/6 Sydney Rd,2,u,575000,S,Nelson,24/09/2016,5.2,3056,2,1,1,0,66,1950,Moreland,-37.7775,144.9607
Brunswick,41 Eveline St,2,h,1020000,S,Jellis,25/02/2017,5.2,3056,2,1,1,279,,,Moreland,-37.77,144.9633
Brunswick,28 Frederick St,3,h,1510000,S,Nelson,25/02/2017,5.2,3056,3,1,0,325,150,1920,Moreland,-37.7621,144.9595
Brunswick,3/30 Heller St,2,t,801000,S,Jellis,25/02/2017,5.2,3056,2,2,1,156,87,2007,Moreland,-37.7744,144.9498
Brunswick,32 Lobb St,3,t,820000,SP,Jellis,25/02/2017,5.2,3056,3,2,2,4668,126,2011,Moreland,-37.7687,144.9649
Brunswick,10/285 Brunswick Rd,1,u,370000,S,Jellis,26/07/2016,5.2,3056,1,1,1,540,45,1970,Moreland,-37.7766,144.9574
Brunswick,5 Charles St,3,h,,SP,Nelson,26/07/2016,5.2,3056,2,1,0,179,,1900,Moreland,-37.7745,144.9634
Brunswick,4 Frederick St,3,h,1170000,S,Nelson,26/07/2016,5.2,3056,3,1,0,285,104,1890,Moreland,-37.7634,144.9593
Brunswick,14 Goodman St,3,h,,S,Jellis,26/07/2016,5.2,3056,3,1,1,406,106,1930,Moreland,-37.773,144.9571
Brunswick,4 Bell St,4,h,1790000,S,Ray,27/06/2016,5.2,3056,3,1,1,416,129,1920,Moreland,-37.7737,144.965
Brunswick,2/123 Brunswick Rd,3,t,640000,PI,Walshe,27/06/2016,5.2,3056,3,2,1,110,118,2000,Moreland,-37.7776,144.9691
Brunswick,4 Bryant St,4,h,820000,VB,Nelson,27/06/2016,5.2,3056,3,1,0,416,,,Moreland,-37.763,144.9598
Brunswick,36 Charles St,4,h,1875000,S,Jellis,27/06/2016,5.2,3056,4,2,2,657,207,1958,Moreland,-37.7725,144.964
Brunswick,7 Garnet St,3,h,1053000,S,Ray,27/06/2016,5.2,3056,3,1,1,343,1041,1925,Moreland,-37.7589,144.9529
Brunswick,116 Glenlyon Rd,4,h,,SP,hockingstuart,27/06/2016,5.2,3056,4,1,2,343,152,1905,Moreland,-37.7725,144.9683
Brunswick,144 Tinning St,2,t,800000,S,Ray,27/06/2016,5.2,3056,,,,,,,,,
Brunswick,11 William St,3,t,705000,PI,Nelson,27/06/2016,5.2,3056,2,1,1,55,111,2012,Moreland,-37.7611,144.9622
Brunswick,10/150 Brunswick Rd,1,u,240000,PI,Hodges,27/11/2016,5.2,3056,1,1,1,0,,,Moreland,-37.7776,144.9633
Brunswick,329 Brunswick Rd,4,h,1175000,PI,Jellis,27/11/2016,5.2,3056,4,1,2,319,1,,Moreland,-37.7763,144.9549
Brunswick,13 Collier Cr,3,h,,SP,Woodards,27/11/2016,5.2,3056,,,,,,,,,
Brunswick,9a Downs St,4,h,1150000,PI,Jellis,27/11/2016,5.2,3056,,,,,,,,,
Brunswick,152 Edward St,3,h,,S,Jellis,27/11/2016,5.2,3056,3,1,1,338,143,1890,Moreland,-37.775,144.9701
Brunswick,7 Hall St,4,h,1217000,S,Walshe,27/11/2016,5.2,3056,4,1,0,363,127,1920,Moreland,-37.7621,144.9506
Brunswick,7 Louisa St,3,h,1020000,SP,Jellis,27/11/2016,5.2,3056,3,1,3,308,119,1943,Moreland,-37.7649,144.9641
Brunswick,7 Rope Wk,3,t,855000,S,Nelson,27/11/2016,5.2,3056,,,,,,,,,
Brunswick,302/34 Union St,2,u,1180000,PI,Jellis,27/11/2016,5.2,3056,2,1,1,0,,2010,Moreland,-37.7738,144.9585
Brunswick,26 Warburton St,3,h,1340000,S,Nelson,27/11/2016,5.2,3056,3,1,1,316,132,1910,Moreland,-37.7741,144.9703
Brunswick,35 Amelia St,3,t,822000,SP,Nelson,28/05/2016,5.2,3056,,,,,,,,,
Brunswick,11 Denman St,4,h,1410000,PI,Jellis,28/05/2016,5.2,3056,4,2,1,460,214,1916,Moreland,-37.7554,144.9544
Brunswick,19 Horne St,3,h,1550000,S,Nelson,28/05/2016,5.2,3056,3,1,1,346,126,1900,Moreland,-37.7738,144.9695
Brunswick,30 Lobb St,3,h,740000,PI,Nelson,28/05/2016,5.2,3056,3,2,1,4676,122,2010,Moreland,-37.7687,144.9649
Brunswick,60 Rose St,3,h,947000,S,Woodards,28/05/2016,5.2,3056,3,1,2,996,,,Moreland,-37.7564,144.9527
Brunswick,2/22 Saxon St,2,u,592500,S,Nelson,28/05/2016,5.2,3056,2,1,2,0,89,2002,Moreland,-37.7706,144.9608
Brunswick,38 Stewart St,3,h,1317000,S,Nelson,28/05/2016,5.2,3056,3,1,1,480,,,Moreland,-37.7639,144.966
Brunswick,11/6 Sydney Rd,1,u,370000,S,Nelson,28/05/2016,5.2,3056,1,1,1,0,54,1965,Moreland,-37.7775,144.9607
Brunswick,46 Tinning St,2,h,765000,S,Nelson,28/05/2016,5.2,3056,2,1,1,199,120,1880,Moreland,-37.759,144.9597
Brunswick,30/108 Union St,2,u,410000,VB,Jellis,28/05/2016,5.2,3056,,,,,,,,,
Brunswick,4/33 Austral Av,2,h,465000,S,Nelson,28/08/2016,5.2,3056,,,,,,,,,
Brunswick,58a Cassels Rd,2,t,810000,S,Ray,28/08/2016,5.2,3056,,,,,,,,,
Brunswick,10 Cliff St,1,h,772000,SP,Collins,28/08/2016,5.2,3056,1,1,1,147,82,1890,Moreland,-37.7643,144.9584
Brunswick,69 Glenlyon Rd,3,h,1210000,S,Nelson,28/08/2016,5.2,3056,3,2,1,280,130,1890,Moreland,-37.7719,144.9661
Brunswick,25 Gray St,4,h,1755000,S,Jellis,28/08/2016,5.2,3056,4,2,1,354,199,1910,Moreland,-37.7745,144.9523
Brunswick,6/11 Merrifield St,3,u,691500,S,Walshe,28/08/2016,5.2,3056,,,,,,,,,
Brunswick,30 Mountfield St,2,h,1073000,S,Jellis,28/08/2016,5.2,3056,2,1,1,182,,,Moreland,-37.7629,144.968
Brunswick,109 Stewart St,3,h,1080000,S,Nelson,28/08/2016,5.2,3056,3,2,1,316,,,Moreland,-37.7643,144.9713
Brunswick,411 Barkly St,2,h,945000,S,Jellis,30/07/2016,5.2,3056,2,1,2,246,103,1910,Moreland,-37.775,144.9536
Brunswick,4 Sheffield St,4,h,,S,Ray,30/07/2016,5.2,3056,4,2,1,421,149,1930,Moreland,-37.7604,144.9512
Brunswick,52 Talbot St,2,h,755000,S,Nelson,30/07/2016,5.2,3056,2,1,1,159,157,1930,Moreland,-37.7656,144.9562
Brunswick West,8/7 Passfield St,2,u,521500,S,Peter,3/9/2016,5.9,3055,2,1,1,0,69,1960,Moreland,-37.768,144.9408
Brunswick West,3/9 Cumming St,3,h,,PN,Nelson,3/12/2016,5.9,3055,3,1,1,125,,,Moreland,-37.7612,144.9432
Brunswick West,9/610 Moreland Rd,2,u,320000,PI,Nelson,3/12/2016,5.9,3055,2,1,1,0,,1980,Moreland,-37.7514,144.9288
Brunswick West,25 Wales St,3,h,1190000,S,Nelson,3/12/2016,5.9,3055,3,1,1,0,119,1920,Moreland,-37.7564,144.9422
Brunswick West,89 Pearson St,3,h,942000,S,McDonald,4/3/2017,5.9,3055,3,1,0,358,,,Moreland,-37.7642,144.9493
Brunswick West,2/13 Walker St,2,u,471000,S,Jellis,4/3/2017,5.9,3055,2,1,1,564,60,1970,Moreland,-37.7665,144.9425
Brunswick West,1 Wallace St,4,h,,S,Nelson,4/3/2017,5.9,3055,4,2,2,0,,,Moreland,-37.7637,144.9457
Brunswick West,4/1 Allard St,2,u,473000,S,Harrington,4/6/2016,5.9,3055,2,1,2,568,,,Moreland,-37.7682,144.9422
Brunswick West,5 Halpin St,3,h,1200000,S,Nelson,4/6/2016,5.9,3055,3,1,1,600,,,Moreland,-37.769,144.9478
Brunswick West,106 Hunter St,3,h,,S,Ray,4/6/2016,5.9,3055,3,2,1,350,174,1925,Moreland,-37.7651,144.9404
Brunswick West,3/91 Melville Rd,2,u,,S,Brad,4/6/2016,5.9,3055,2,1,1,0,,1970,Moreland,-37.7616,144.9441
Brunswick West,6 Shamrock St,3,h,,S,Nelson,4/6/2016,5.9,3055,3,1,1,323,,,Moreland,-37.7586,144.9504
Brunswick West,42 Whitby St,4,h,930000,S,Nelson,4/6/2016,5.9,3055,4,2,2,299,,,Moreland,-37.764,144.9454
Brunswick West,2/39 Murray St,1,u,300000,VB,Jellis,6/8/2016,5.9,3055,,,,,,,,,
Brunswick West,1/455 Albion St,1,u,265000,PI,Walshe,7/5/2016,5.9,3055,1,1,1,0,42,2000,Moreland,-37.7586,144.9452
Brunswick West,64 Pearson St,3,h,955000,S,hockingstuart,7/5/2016,5.9,3055,3,1,0,220,93,1930,Moreland,-37.7659,144.9494
Brunswick West,497 Albion St,5,h,1350000,SP,Woodards,7/11/2016,5.9,3055,5,2,2,510,321,1997,Moreland,-37.7581,144.9414
Brunswick West,2/458 Brunswick Rd,2,t,,S,Nelson,7/11/2016,5.9,3055,,,,,,,,,
Brunswick West,11/7 Egginton St,2,t,380000,VB,Nelson,7/11/2016,5.9,3055,2,1,1,0,85,1970,Moreland,-37.7607,144.9393
Brunswick West,20 Fitzgibbon Av,3,h,1400000,PI,Jellis,7/11/2016,5.9,3055,,,,,,,,,
Brunswick West,12/881 Park St,1,u,300000,SP,Grantham,7/11/2016,5.9,3055,1,1,0,0,37,1960,Moreland,-37.7763,144.947
Brunswick West,10 Yarrabin St,3,h,810000,S,Brad,7/11/2016,5.9,3055,3,1,2,349,95,1950,Moreland,-37.7589,144.9368
Brunswick West,48 Hunter St,4,h,,SN,Ray,8/10/2016,5.9,3055,3,1,1,459,122,1950,Moreland,-37.7658,144.9457
Brunswick West,36c Newman St,2,t,530000,VB,Nelson,8/10/2016,5.9,3055,,,,,,,,,
Brunswick West,4/22 Murray St,2,u,380000,PI,Brad,10/9/2016,5.9,3055,2,1,1,0,,1970,Moreland,-37.7594,144.9427
Brunswick West,11b Henderson St,3,t,1195000,S,Jellis,10/12/2016,5.9,3055,,,,,,,,,
Brunswick West,81 Melville Rd,3,h,793000,S,Ray,10/12/2016,5.9,3055,3,1,0,275,119,1935,Moreland,-37.763,144.9439
Brunswick West,6/524 Moreland Rd,2,u,400000,SP,Nelson,10/12/2016,5.9,3055,2,1,1,73,64,1960,Moreland,-37.7528,144.9368
Brunswick West,107/480 Albion St,2,u,400500,SP,Nelson,11/2/2017,5.9,3055,2,1,1,0,70,2013,Moreland,-37.7582,144.94
Brunswick West,1/572 Moreland Rd,3,t,797500,S,Nelson,11/2/2017,5.9,3055,3,2,2,262,155,2010,Moreland,-37.7519,144.9324
Brunswick West,18/180 Union St,2,u,435000,S,Nelson,12/6/2016,5.9,3055,2,1,1,0,,2002,Moreland,-37.7727,144.9497
Brunswick West,1 Marion Av,2,h,989000,S,Ray,12/11/2016,5.9,3055,,,,,,,,,
Brunswick West,468 Moreland Rd,3,h,920000,S,Jellis,12/11/2016,5.9,3055,3,1,2,501,,,Moreland,-37.753,144.9421
Brunswick West,106/2 Murray St,2,u,450000,S,Ray,12/11/2016,5.9,3055,,,,,,,,,
Brunswick West,915 Park St,3,h,1172000,S,Stockdale,12/11/2016,5.9,3055,3,1,2,512,,,Moreland,-37.7758,144.9435
Brunswick West,121 Pearson St,3,h,1300000,PI,Jellis,12/11/2016,5.9,3055,3,1,2,364,135,1900,Moreland,-37.7618,144.9497
Brunswick West,81 Whitby St,3,h,1330000,S,Nelson,12/11/2016,5.9,3055,3,1,2,353,101,1930,Moreland,-37.764,144.9428
Brunswick West,24 Burnell St,3,h,1245000,S,Barry,14/05/2016,5.9,3055,3,1,1,412,,1934,Moreland,-37.7618,144.9455
Brunswick West,7/22 Irvine Cr,2,t,,PI,Barry,14/05/2016,5.9,3055,,,,,,,,,
Brunswick West,1/6 Irvine Cr,2,u,515000,S,Moonee,14/05/2016,5.9,3055,,,,,,,,,
Brunswick West,102 Melville Rd,2,h,900000,SP,hockingstuart,14/05/2016,5.9,3055,2,1,1,410,,,Moreland,-37.7613,144.9446
Brunswick West,28 Yarrabin St,3,t,650000,PI,RW,14/05/2016,5.9,3055,,,,,,,,,
Brunswick West,474a Brunswick Rd,2,h,,S,Jellis,15/10/2016,5.9,3055,2,1,2,253,144,2000,Moreland,-37.7747,144.9393
Brunswick West,7/11 Egginton St,2,u,,PI,Nelson,15/10/2016,5.9,3055,2,1,1,0,62,1980,Moreland,-37.7604,144.9393
Brunswick West,2 Henderson St,7,h,1205000,S,Raine,15/10/2016,5.9,3055,7,3,1,447,287,1982,Moreland,-37.7634,144.9403
Brunswick West,1/19 Hopetoun Av,3,t,775000,S,Walshe,15/10/2016,5.9,3055,,,,,,,,,
Brunswick West,4/42 Passfield St,2,u,380000,PI,Jellis,15/10/2016,5.9,3055,2,1,1,0,62,1970,Moreland,-37.7676,144.9394
Brunswick West,171 Union St,3,h,1095000,S,Nelson,15/10/2016,5.9,3055,3,1,1,411,168,1935,Moreland,-37.7728,144.9478
Brunswick West,2/243 Union St,2,t,680000,VB,Nelson,15/10/2016,5.9,3055,2,1,1,0,82,1970,Moreland,-37.772,144.9406
Brunswick West,201 Hope St,2,h,711000,S,Nelson,16/04/2016,5.9,3055,2,1,1,177,87,1910,Moreland,-37.7619,144.9412
Brunswick West,7 Zeal St,2,h,910000,S,Raine,16/04/2016,5.9,3055,2,1,4,576,,,Moreland,-37.7578,144.9439
Brunswick West,194 Dawson St,3,h,1186000,S,Nelson,16/07/2016,5.9,3055,3,1,3,608,,,Moreland,-37.7694,144.9448
Brunswick West,5/8 Murray St,2,u,500000,S,Brad,16/07/2016,5.9,3055,2,1,1,0,75,1970,Moreland,-37.7595,144.9436
Brunswick West,4/268 Hope St,3,t,,SN,Barry,17/09/2016,5.9,3055,3,2,1,0,108,1990,Moreland,-37.7618,144.9429
Brunswick West,33 Whitby St,2,h,1005000,S,Nelson,17/09/2016,5.9,3055,2,1,1,284,,1926,Moreland,-37.7646,144.9476
Brunswick West,7/7 Allard St,2,u,385000,SP,Jellis,18/03/2017,5.9,3055,2,1,1,0,62,1970,Moreland,-37.7688,144.9421
Brunswick West,5/21 Cumming St,2,u,656000,S,Collins,18/03/2017,5.9,3055,2,1,1,0,,,Moreland,-37.7609,144.9425
Brunswick West,3/546 Moreland Rd,2,u,370000,S,Ray,18/03/2017,5.9,3055,2,1,1,2120,59,1960,Moreland,-37.7524,144.9347
Brunswick West,2/8 Walker St,1,u,320000,S,Jellis,18/06/2016,5.9,3055,1,1,1,0,43,1970,Moreland,-37.7661,144.9422
Brunswick West,29 Grantham St,4,h,988000,S,Nelson,19/11/2016,5.9,3055,4,1,1,384,,,Moreland,-37.7733,144.9491
Brunswick West,42 Hopetoun Av,4,h,910000,PI,Nelson,19/11/2016,5.9,3055,,,,,,,,,
Brunswick West,3/447 Brunswick Rd,2,u,400000,S,Nelson,22/05/2016,5.9,3055,2,1,1,0,,,Moreland,-37.7752,144.9463
Brunswick West,16 Foden St,3,h,,S,Nelson,22/05/2016,5.9,3055,3,1,2,378,126,1925,Moreland,-37.7713,144.9473
Brunswick West,9/39 Heller St,1,u,330000,S,hockingstuart/Advantage,22/05/2016,5.9,3055,1,1,1,0,42,1970,Moreland,-37.7748,144.9483
Brunswick West,10/13 Hopetoun Av,2,u,315000,PI,Jellis,22/05/2016,5.9,3055,,,,,,,,,
Brunswick West,8/82 Hopetoun Av,2,u,380000,S,Nelson,22/05/2016,5.9,3055,,,,,,,,,
Brunswick West,542 Albion St,5,h,1200000,PI,Jellis,22/08/2016,5.9,3055,5,2,3,553,193,1920,Moreland,-37.7576,144.9348
Brunswick West,6/86 Heller St,2,u,537000,SP,Jellis,22/08/2016,5.9,3055,2,1,1,501,66,1960,Moreland,-37.7741,144.9449
Brunswick West,7 Morrow St,3,h,910000,S,Brad,22/08/2016,5.9,3055,3,1,2,717,141,1950,Moreland,-37.7525,144.9321
Brunswick West,8/48 Passfield St,1,u,285000,PI,Walshe,22/08/2016,5.9,3055,1,1,1,0,45,1970,Moreland,-37.7675,144.939
Brunswick West,9 Peacock St,4,h,921500,S,Ray,22/08/2016,5.9,3055,3,1,1,575,165,1930,Moreland,-37.7575,144.9402
Brunswick West,1 Culloden St,3,h,995000,S,Brad,23/04/2016,5.9,3055,3,1,2,505,,,Moreland,-37.757,144.9446
Brunswick West,117 Pearson St,3,h,901000,S,Rendina,23/04/2016,5.9,3055,3,1,4,357,,,Moreland,-37.762,144.9497
Brunswick West,1 Jordan St,2,h,1315000,S,Nelson,24/09/2016,5.9,3055,2,1,2,554,116,1930,Moreland,-37.7715,144.9426
Brunswick West,8/109 Melville Rd,2,u,370000,VB,Nelson,24/09/2016,5.9,3055,2,1,1,0,65,1970,Moreland,-37.7606,144.9443
Brunswick West,1/464 Victoria St,2,t,735000,S,Jellis,24/09/2016,5.9,3055,2,1,2,120,109,2004,Moreland,-37.7659,144.9487
Brunswick West,15 Wallace St,4,h,1000000,S,Nelson,24/09/2016,5.9,3055,3,1,1,589,148,1935,Moreland,-37.7628,144.9459
Brunswick West,10/446 Albion St,1,u,252000,PI,McDonald,25/02/2017,5.9,3055,1,1,1,0,45,1970,Moreland,-37.7586,144.9433
Brunswick West,77 Collier Cr,3,h,1180000,S,Nelson,25/02/2017,5.9,3055,,,,,,,,,
Brunswick West,23/80 Hopetoun Av,3,u,737000,S,Nelson,25/02/2017,5.9,3055,,,,,,,,,
Brunswick West,871 Park St,4,h,1700000,PI,Jellis,25/02/2017,5.9,3055,4,2,2,621,184,1920,Moreland,-37.7764,144.9479
Brunswick West,12 Hamilton St,2,h,820000,S,Jellis,26/07/2016,5.9,3055,3,1,1,206,98,1900,Moreland,-37.7604,144.9488
Brunswick West,7/5 Allard St,2,u,370000,VB,Jellis,27/06/2016,5.9,3055,2,1,1,0,65,1970,Moreland,-37.7686,144.9421
Brunswick West,3 Appleby Cr,3,h,1100000,VB,Brad,27/06/2016,5.9,3055,,,,,,,,,
Brunswick West,12/82 Hopetoun Av,2,u,400000,VB,Nelson,27/06/2016,5.9,3055,,,,,,,,,
Brunswick West,1/30 McLean St,2,u,484000,S,Jellis,27/06/2016,5.9,3055,2,1,1,0,65,1950,Moreland,-37.7543,144.9385
Brunswick West,2/494 Victoria St,3,t,815000,S,Ray,27/06/2016,5.9,3055,3,1,2,157,123,1999,Moreland,-37.7652,144.9454
Brunswick West,487 Brunswick Rd,3,h,1150000,VB,Jellis,27/11/2016,5.9,3055,3,1,2,726,,1950,Moreland,-37.7747,144.9421
Brunswick West,1/312 Hope St,1,u,351000,PI,Nelson,27/11/2016,5.9,3055,1,1,1,0,,,Moreland,-37.7614,144.9393
Brunswick West,111/2 Olive York Wy,2,u,395000,SP,Village,27/11/2016,5.9,3055,,,,,,,,,
Brunswick West,53 Heller St,4,h,1150000,VB,Nelson,28/05/2016,5.9,3055,4,1,2,519,169,1910,Moreland,-37.7747,144.9474
Brunswick West,214 Hope St,4,h,,S,Jellis,28/05/2016,5.9,3055,4,1,2,474,156,1900,Moreland,-37.7623,144.9472
Brunswick West,19a Manica St,4,h,1600000,VB,Nelson,28/05/2016,5.9,3055,,,,,,,,,
Brunswick West,4/38 Melville Rd,2,t,598000,S,Nelson,28/05/2016,5.9,3055,2,1,1,69,,2009,Moreland,-37.766,144.9439
Brunswick West,2/530 Victoria St,2,u,497000,S,Hodges,28/05/2016,5.9,3055,2,1,1,0,84,1977,Moreland,-37.7647,144.9412
Brunswick West,5/22 Whitby St,2,u,403000,S,hockingstuart,28/05/2016,5.9,3055,2,1,2,0,,,Moreland,-37.7643,144.9477
Brunswick West,1/536 Albion St,2,h,440000,PI,Jellis,28/08/2016,5.9,3055,2,1,1,0,62,1960,Moreland,-37.7577,144.9354
Brunswick West,196 Melville Rd,2,h,816000,S,Nelson,28/08/2016,5.9,3055,3,2,1,343,115,1930,Moreland,-37.7552,144.9458
Brunswick West,481 Albion St,4,h,1585000,SP,Gunn&Co,30/07/2016,5.9,3055,4,1,2,562,,1920,Moreland,-37.7583,144.9428
Brunswick West,16 Bakers Pde,4,h,970000,PI,Nelson,30/07/2016,5.9,3055,4,3,2,499,150,1925,Moreland,-37.7538,144.944
Brunswick West,5/82 Hopetoun Av,3,u,490000,VB,Nelson,30/07/2016,5.9,3055,,,,,,,,,
Bulleen,19a Elizabeth St,3,u,851000,S,Jellis,3/9/2016,11.8,3105,3,1,2,385,140,2000,Manningham,-37.7599,145.0849
Bulleen,42 Robert St,4,h,1300000,S,Jellis,3/9/2016,11.8,3105,4,1,2,717,180,1960,Manningham,-37.7608,145.0862
Bulleen,92 Swanston St,4,h,1110000,PI,Barry,3/9/2016,11.8,3105,3,2,2,562,,,Manningham,-37.7628,145.0994
Bulleen,25 William St,4,h,1235000,S,Jellis,3/9/2016,11.8,3105,4,2,2,556,214,1957,Manningham,-37.7657,145.0957
Bulleen,1/16 Carrathool St,4,t,930000,PI,Jellis,3/12/2016,11.8,3105,,,,,,,,,
Bulleen,28 Rocklea Rd,4,h,1505000,S,Jellis,3/12/2016,11.8,3105,4,3,2,410,,2012,Manningham,-37.7695,145.082
Bulleen,1/119 Willow Bnd,3,t,790000,S,Philip,3/12/2016,11.8,3105,,,,,,,,,
Bulleen,4 Albany Pl,4,h,1303000,SP,Barry,4/3/2017,11.8,3105,4,2,2,670,197,1980,Manningham,-37.7695,145.0869
Bulleen,4 Greenhill Ct,5,h,1336000,S,Barry,4/3/2017,11.8,3105,5,3,3,736,,,Manningham,-37.7683,145.0881
Bulleen,130 Manningham Rd,3,h,880000,PI,Barry,4/6/2016,11.8,3105,3,2,2,514,190,1960,Manningham,-37.7683,145.0959
Bulleen,40 Riverview Tce,3,h,980000,S,Barry,4/6/2016,11.8,3105,3,1,1,701,,,Manningham,-37.7729,145.098
Bulleen,6a Tobruk St,3,t,975000,PI,Fletchers,4/6/2016,11.8,3105,3,2,2,632,226,2013,Manningham,-37.7813,145.102
Bulleen,5 Fuller St,3,h,1127000,S,Jellis,6/8/2016,11.8,3105,3,1,2,631,,,Manningham,-37.7778,145.0901
Bulleen,13 Montgomery Pl,3,h,990000,PI,Barry,6/8/2016,11.8,3105,3,2,1,585,180,1950,Manningham,-37.7689,145.099
Bulleen,10 Tanami Ct,4,h,1401000,S,Ray,6/8/2016,11.8,3105,5,2,2,617,,,Manningham,-37.7582,145.0889
Bulleen,61 Barak St,4,h,,SP,Philip,7/5/2016,11.8,3105,4,2,2,752,,,Manningham,-37.771,145.0869
Bulleen,28 Dale St,3,h,1340000,S,Barry,7/5/2016,11.8,3105,2,1,2,775,,1965,Manningham,-37.779,145.101
Bulleen,57a Estelle St,5,h,,SN,Assisi,7/5/2016,11.8,3105,4,2,2,388,235,2014,Manningham,-37.7791,145.0961
Bulleen,206 Manningham Rd,4,h,1225000,S,Ray,7/5/2016,11.8,3105,4,2,2,723,159,1970,Manningham,-37.7724,145.1033
Bulleen,9 Albany Pl,5,h,1490000,S,Fletchers,7/11/2016,11.8,3105,5,3,2,796,304,1975,Manningham,-37.7697,145.0871
Bulleen,24 Kimberley Wy,4,h,1380000,S,Barry,7/11/2016,11.8,3105,,,,,,,,,
Bulleen,3 Maringa St,4,h,,SP,Ray,7/11/2016,11.8,3105,4,2,2,729,255,2106,Manningham,-37.7637,145.0881
Bulleen,10a Elizabeth St,3,t,1250000,SP,Jellis,8/10/2016,11.8,3105,3,2,2,315,,1960,Manningham,-37.7607,145.0853
Bulleen,49 Furneaux Gr,4,h,1002000,S,Jellis,8/10/2016,11.8,3105,4,1,2,650,323,,Manningham,-37.778,145.0913
Bulleen,15 Millicent Av,5,h,950000,PI,McGrath,8/10/2016,11.8,3105,,,,,,,,,
Bulleen,2/10 Ronald Av,2,t,836000,S,Barry,8/10/2016,11.8,3105,,,,,,,,,
Bulleen,47 Sheahans Rd,4,h,1260000,S,Barry,10/9/2016,11.8,3105,4,2,2,730,,1971,Manningham,-37.7606,145.0932
Bulleen,38 Balwyn Rd,3,h,905000,S,Barry,10/12/2016,11.8,3105,3,3,2,401,165,1965,Manningham,-37.7733,145.0901
Bulleen,11 Carrathool St,3,h,1400000,S,Barry,10/12/2016,11.8,3105,3,1,3,770,,,Manningham,-37.7644,145.0886
